,time,datetime,temperature_2m
406,1610920800000,2021-01-17 22:00:00,0.9874969482422102
407,1610924400000,2021-01-17 23:00:00,0.36298522949221024
408,1610928000000,2021-01-18 00:00:00,0.5105072021484602
409,1610931600000,2021-01-18 01:00:00,0.8667083740234602
410,1610935200000,2021-01-18 02:00:00,1.1603179931640852
411,1610938800000,2021-01-18 03:00:00,1.1560607910156477
412,1610942400000,2021-01-18 04:00:00,1.1003204345703352
413,1610946000000,2021-01-18 05:00:00,1.0503021240234602
414,1610949600000,2021-01-18 06:00:00,0.9884124755859602
415,1610953200000,2021-01-18 07:00:00,1.5369201660156477
416,1610956800000,2021-01-18 08:00:00,1.4170623779297102
417,1610960400000,2021-01-18 09:00:00,1.8391815185547102
418,1610964000000,2021-01-18 10:00:00,2.1765075683593977
419,1610967600000,2021-01-18 11:00:00,2.7346435546875227
420,1610971200000,2021-01-18 12:00:00,3.2063537597656477
421,1610974800000,2021-01-18 13:00:00,3.3860565185547102
422,1610978400000,2021-01-18 14:00:00,3.3928009033203352
423,1610982000000,2021-01-18 15:00:00,3.2533966064453352
424,1610985600000,2021-01-18 16:00:00,2.8009277343750227
425,1610989200000,2021-01-18 17:00:00,2.6069427490234602
426,1610992800000,2021-01-18 18:00:00,2.4066711425781477
427,1610996400000,2021-01-18 19:00:00,2.4845367431640852
428,1611000000000,2021-01-18 20:00:00,2.5140472412109602
429,1611003600000,2021-01-18 21:00:00,2.2721954345703352
430,1611007200000,2021-01-18 22:00:00,2.1744628906250227
431,1611010800000,2021-01-18 23:00:00,1.8620391845703352
432,1611014400000,2021-01-19 00:00:00,1.7721954345703352
433,1611018000000,2021-01-19 01:00:00,1.3981414794922102
434,1611021600000,2021-01-19 02:00:00,1.1145874023437727
435,1611025200000,2021-01-19 03:00:00,0.9420104980468977
436,1611028800000,2021-01-19 04:00:00,0.8783966064453352
437,1611032400000,2021-01-19 05:00:00,0.7479034423828352
438,1611036000000,2021-01-19 06:00:00,0.6289306640625227
439,1611039600000,2021-01-19 07:00:00,1.4845977783203352
440,1611043200000,2021-01-19 08:00:00,1.8551879882812727
441,1611046800000,2021-01-19 09:00:00,2.4963928222656477
442,1611050400000,2021-01-19 10:00:00,3.0119110107422102
443,1611054000000,2021-01-19 11:00:00,3.3720184326172102
444,1611057600000,2021-01-19 12:00:00,3.7001892089843977
445,1611061200000,2021-01-19 13:00:00,4.084390258789085
446,1611064800000,2021-01-19 14:00:00,4.186212158203148
447,1611068400000,2021-01-19 15:00:00,4.37220153808596
448,1611072000000,2021-01-19 16:00:00,4.538858032226585
449,1611075600000,2021-01-19 17:00:00,4.639154052734398
450,1611079200000,2021-01-19 18:00:00,4.609475708007835
451,1611082800000,2021-01-19 19:00:00,4.139077758789085
452,1611086400000,2021-01-19 20:00:00,3.9143768310547102
453,1611090000000,2021-01-19 21:00:00,3.7639709472656477
454,1611093600000,2021-01-19 22:00:00,3.5436492919922102
455,1611097200000,2021-01-19 23:00:00,3.4711547851562727
456,1611100800000,2021-01-20 00:00:00,3.4924255371093977
457,1611104400000,2021-01-20 01:00:00,3.5454498291015852
458,1611108000000,2021-01-20 02:00:00,3.4388671875000227
