FID;GW_NUMMER;NAME;RECHTSWERT;HOCHWERT;GEMEINDE_K;AQUIFER_KZ;EINZUGSGEB;HYDROGEOLE;HYDROGEOL2;MESSNETZ1_;MESSNETZ2_;GEMEINDE;AQUIFER;EINZUGSGE2;HYDROGEOL3;MESSNETZ1;MESSNETZ2;RASTERVALU
2557;600/168-5;QF 2 ECKLEQ. WINDEN, NIEDERWINDEN;3425770,000000000000000;5333720,000000000000000;8316055,000000000000000;91,000000000000000;2338390000,000000000000000;3,000000000000000;8,000000000000000; ; ;WINDEN IM ELZTAL;KRISTALLIN (SCHWARZWALD);Elz unterh. Spitzenbach oberh. Wilde Gutach;Quartäre Kiese und Sande (GWL);#800000000005; ;312
2558;600/169-7;QF RAUQU., WALDKIRCH;3425790,000000000000000;5325850,000000000000000;8316056,000000000000000;91,000000000000000;2338530000,000000000000000;50,000000000000000;18,000000000000000; ; ;WALDKIRCH, STADT;KRISTALLIN (SCHWARZWALD);Elz unterh. Kohlenbach oberh. Lossele;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2559;600/171-5;QF1+1A KESSLERBR,HINTERZARTE;3432455,000000000000000;5306940,000000000000000;8315052,000000000000000;91,000000000000000;2338814000,000000000000000;50,000000000000000;18,000000000000000; ; ;HINTERZARTEN;KRISTALLIN (SCHWARZWALD);Zartenbach;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2560;600/173-8;QF 2 REHBRUNNENMOOS, GOERWIHL;3428260,000000000000000;5279420,000000000000000;8337038,000000000000000;91,000000000000000;2312900000,000000000000000;50,000000000000000;18,000000000000000; ; ;GÖRWIHL;KRISTALLIN (SCHWARZWALD);Hauensteiner Alb unterhalb von Steinbach;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2561;600/212-0;QF FREMERSBERGQ. 10, BADEN-B;3441000,000000000000000;5401160,000000000000000;8211000,000000000000000;81,000000000000000;2357284000,000000000000000;50,000000000000000;18,000000000000000; ; ;BADEN-BADEN, STADT;BUNTSANDSTEIN;Grünbach;Paläozoikum, Kristallin (GWG);#800000000014;#800000000002;311
2562;600/213-2;QF GROSSE HOFQU., BUEHLERTAL;3440650,000000000000000;5393040,000000000000000;8216008,000000000000000;91,000000000000000;2357281300,000000000000000;50,000000000000000;18,000000000000000; ; ;BÜHLERTAL;KRISTALLIN (SCHWARZWALD);Sandbach unterh. Wiedenbach oberh. Hirschbach;Paläozoikum, Kristallin (GWG); ;#800000000002;112
2563;600/218-7;QF  HEIDENSTEINQU., NUSSBACH;3445080,000000000000000;5330300,000000000000000;8326060,000000000000000;91,000000000000000;2344200000,000000000000000;50,000000000000000;18,000000000000000; ; ;TRIBERG IM SCHWARZWALD, STADT;KRISTALLIN (SCHWARZWALD);Nussbach;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2564;600/220-3;Q SCHLIEFELEQU., ROETENBACH;3446915,000000000000000;5307250,000000000000000;8315039,000000000000000;81,000000000000000;2198320000,000000000000000;45,000000000000000;114,000000000000000; ; ;FRIEDENWEILER;BUNTSANDSTEIN;Rötenbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
2565;600/222-6;QF SPORTPLATZ, HOECHENSCHWAN;3437785,000000000000000;5289520,000000000000000;8337051,000000000000000;91,000000000000000;2198821900,000000000000000;2,000000000000000;142,000000000000000; ; ;HÖCHENSCHWAND;KRISTALLIN (SCHWARZWALD);Schwarza unterh. Dresselbach oberh. Fohrenbach;Quartäre Becken- und Moränensedimente (GWG);#800000000005; ;312
2566;600/223-8;QF VERSORGUNGSQU.4, WEILHEIM;3442983,000000000000000;5281574,000000000000000;8337118,000000000000000;72,000000000000000;2198830000,000000000000000;40,000000000000000;186,000000000000000; ; ;WEILHEIM;MUSCHELKALK;Schlücht unterh. Schwarza oberh. Haselbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;231
2567;600/260-0;QF LOCHMUEHLE, OBERWEIER;3454780,000000000000000;5418600,000000000000000;8215017,000000000000000;81,000000000000000;2374760000,000000000000000;45,000000000000000;40,000000000000000; ; ;ETTLINGEN, STADT;BUNTSANDSTEIN;Malscher Landgraben;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;311
2568;600/261-2;QF JAEGERBRUNNEN, SCHIELBERG;3459030,000000000000000;5410475,000000000000000;8215047,000000000000000;81,000000000000000;2374300000,000000000000000;45,000000000000000;40,000000000000000; ; ;MARXZELL;BUNTSANDSTEIN;Alb unterh. Geißbach oberh. Maisenbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;231
2569;600/263-6;QF WINTERHARDTQU., GAUSBACH;3455582,000000000000000;5394118,000000000000000;8216013,000000000000000;81,000000000000000;2365200000,000000000000000;45,000000000000000;40,000000000000000; ; ;FORBACH;BUNTSANDSTEIN;Sasbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
2570;600/268-0;QF HARZLOCHQU., ST. GEORGEN;3451350,000000000000000;5333900,000000000000000;8326052,000000000000000;81,000000000000000;1112100000,000000000000000;45,000000000000000;40,000000000000000; ; ;SANKT GEORGEN IM SCHWARZWALD, STADT;BUNTSANDSTEIN;Brigach oberhalb von Röhlinbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
2571;600/269-2;QF WINTERHALDE., VILL.-SCHWENNINGEN;3451850,000000000000000;5323570,000000000000000;8326074,000000000000000;81,000000000000000;1112600000,000000000000000;40,000000000000000;163,000000000000000; ; ;VILLINGEN-SCHWENNINGEN, STADT;BUNTSANDSTEIN;Warenbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;312
2572;600/272-0;QF 2 RUEBENREUTE, GRIMMELS.;3462150,000000000000000;5294080,000000000000000;8337106,000000000000000;72,000000000000000;2198380000,000000000000000;3,000000000000000;243,000000000000000; ; ;STÜHLINGEN, STADT;MUSCHELKALK;Mühlbach;Quartäre Kiese und Sande (GWL);#800000000005; ;231
2573;600/309-4;QF FRITZENWIESEN, OBERGROMBACH;3471020,000000000000000;5436495,000000000000000;8215009,000000000000000;72,000000000000000;2375420000,000000000000000;31,000000000000000;87,000000000000000; ; ;BRUCHSAL, STADT;MUSCHELKALK;Pfinzkorrektion;Oberer Muschelkalk (GWL);#800000000005; ;211
2574;600/321-0;QF KURESELQU., BLUMBERG;3467600,000000000000000;5298830,000000000000000;8326005,000000000000000;22,000000000000000;1113410000,000000000000000;10,000000000000000;3,000000000000000; ; ;BLUMBERG, STADT;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Aitrach oberhalb von Kompromissbach;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;312
2575;600/357-7;QF GRUNDLOSENBR., ANGELBACHTAL;3483570,000000000000000;5455750,000000000000000;8226102,000000000000000;61,000000000000000;2379443000,000000000000000;3,000000000000000;8,000000000000000; ; ;ANGELBACHTAL;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Waldangelbach unterh. Hohlbinsenbach oberh. Tairnbach;Quartäre Kiese und Sande (GWL);#800000000005; ;211
2576;600/359-8;QS ESELSBRUNNEN 5, NEIBSHEIM;3477520,000000000000000;5438480,000000000000000;8215007,000000000000000;71,000000000000000;2377440000,000000000000000;27,000000000000000;80,000000000000000; ; ;BRETTEN, STADT;LETTENKEUPER;Neibsheimer Dorfbach;Unterkeuper und Gipskeuper (GWL);#800000000005; ;211
2577;600/371-0;QF OB. HANGENESTQ., BITTELBRUNN;3487220,000000000000000;5303770,000000000000000;8335022,000000000000000;7,000000000000000;2172230000,000000000000000;10,000000000000000;3,000000000000000; ; ;ENGEN, STADT;QUARTÄR MORÄNEN (ALPENVORLAND);Saubach unterh. Zimmerholzer Wildbach oberh. Mühlbach;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;313
2578;600/407-7;QF 2 HINT. HILSBACHQ.,HILSBACH;3489210,000000000000000;5451450,000000000000000;8226085,000000000000000;51,000000000000000;2389820000,000000000000000;27,000000000000000;80,000000000000000; ; ;SINSHEIM, STADT;HÖHERER KEUPER (KEUPERBERGLAND);Hilsbach;Unterkeuper und Gipskeuper (GWL);#800000000005; ;211
2579;600/421-0;QF RIENENQUELLE, NENZINGEN;3497020,000000000000000;5299850,000000000000000;8335099,000000000000000;22,000000000000000;2159250000,000000000000000;3,000000000000000;238,000000000000000; ; ;ORSINGEN-NENZINGEN;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Stockacher Aach unterh. Mahlspürer Aach oberh. Krebsbach;Quartäre Kiese und Sande (GWL);#800000000005; ;231
2580;600/468-4;QF GRETSBRUNNEN, STRASSBERG;3507240,000000000000000;5337140,000000000000000;8417063,000000000000000;31,000000000000000;1118500000,000000000000000;10,000000000000000;3,000000000000000; ; ;STRAßBERG;MALM WEIßJURA (SCHWÄBISCHE ALB);Schmeie unterh. Gänsbrunnen oberh. Storzingertal;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;311
2581;600/509-9;QF STOCKBRUNNEN, GROSSBOTTWAR;3520960,000000000000000;5430050,000000000000000;8118021,000000000000000;61,000000000000000;2383888000,000000000000000;27,000000000000000;117,000000000000000; ; ;GROßBOTTWAR, STADT;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Kleine Bottwar;Unterkeuper und Gipskeuper (GWL);#800000000005; ;231
2582;600/517-2;QF LICHTENSTEINQUELLE, NEUFRA;3512600,000000000000000;5347070,000000000000000;8437082,000000000000000;31,000000000000000;1124000000,000000000000000;3,000000000000000;157,000000000000000; ; ;NEUFRA;MALM WEIßJURA (SCHWÄBISCHE ALB);Fehla;Quartäre Kiese und Sande (GWL);#800000000010;#800000000002;231
2583;600/518-4;QF HALDENQU., VERINGENSTADT;3516650,000000000000000;5338850,000000000000000;8437114,000000000000000;31,000000000000000;1129100000,000000000000000;10,000000000000000;3,000000000000000; ; ;VERINGENSTADT, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauchert unterh. Seckach oberh. Büttnau;Oberjura (Schwäbische Fazies) (GWL);#800000000012; ;311
2584;600/521-4;QF HOLZWIESE 1, GROSSSTADELHOFEN;3522650,000000000000000;5303460,000000000000000;8437088,000000000000000;5,000000000000000;1132813000,000000000000000;4,000000000000000;54,000000000000000; ; ;PFULLENDORF, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Andelsbach unterh. Krumbach oberh. Mottschießer Graben;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000005; ;312
2585;600/559-7;FELSENBRUNNEN NEUHUETTEN;3533590,000000000000000;5440180,000000000000000;8125107,000000000000000;97,000000000000000;2386410000,000000000000000;25,000000000000000;14,000000000000000; ; ;WÜSTENROT;NOCH NICHT BEARBEITET;Fichtenberger Rot oberhalb von Kuhnbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;312
2586;600/564-8;QF JAEGERBRUNNEN, BEUREN;3530860,000000000000000;5383480,000000000000000;8116011,000000000000000;42,000000000000000;2381790000,000000000000000;17,000000000000000;71,000000000000000; ; ;BEUREN;LIAS UND DOGGER (ALBVORLAND);Neckar unterh. Steinach oberh. Aich;Unterjura und Mitteljura (GWG);#800000000005; ;121
2587;600/607-8;QF HEILIGENBRUNNEN, NEUENSTEIN;3546235,000000000000000;5452240,000000000000000;8126058,000000000000000;71,000000000000000;2386786000,000000000000000;27,000000000000000;44,000000000000000; ; ;NEUENSTEIN, STADT;LETTENKEUPER;Epbach;Unterkeuper und Gipskeuper (GWL);#800000000005; ;211
2588;600/613-6;QF 1-3, GRUIBINGEN;3547800,000000000000000;5385560,000000000000000;8117028,000000000000000;31,000000000000000;2382120000,000000000000000;10,000000000000000;15,000000000000000; ; ;GRUIBINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Hollbach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;311
2589;600/662-8;QF IM KREMPEL, OTTENBACH;3555220,000000000000000;5401370,000000000000000;8117037,000000000000000;42,000000000000000;2382541000,000000000000000;3,000000000000000;16,000000000000000; ; ;OTTENBACH;LIAS UND DOGGER (ALBVORLAND);Krumm oberhalb von Buhbächle;Quartäre Kiese und Sande (GWL);#800000000005; ;231
2590;600/665-7;QF BLAUTOPF, BLAUBEUREN;3558080,000000000000000;5364560,000000000000000;8425020,000000000000000;31,000000000000000;1152300000,000000000000000;3,000000000000000;157,000000000000000; ; ;BLAUBEUREN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Blau unterh. Ach oberh. Kleine Lauter;Quartäre Kiese und Sande (GWL);#800000000005; ;311
2591;600/705-8;QF SCHWIMMBADBR., NIEDERST.;3566950,000000000000000;5474430,000000000000000;8128082,000000000000000;72,000000000000000;2464300000,000000000000000;40,000000000000000;26,000000000000000; ; ;NIEDERSTETTEN, STADT;MUSCHELKALK;Vorbach unterh. Reutalbach oberh. Ebertsbronner Bach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000012; ;222
2592;6001/067-6;GWM FLACH RUST, FEINDSCHIESSEN;3406370,000000000000000;5347170,000000000000000;8317114,000000000000000;4,000000000000000;2338930000,000000000000000;3,000000000000000;8,000000000000000; ; ;RUST;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterh. Bleichbach oberh. Ettenbach;Quartäre Kiese und Sande (GWL);#800000000017; ;311
2593;6002/067-1;GWM TIEF RUST, FEINDSCHIESSEN;3406370,000000000000000;5347170,000000000000000;8317114,000000000000000;4,000000000000000;2338930000,000000000000000;3,000000000000000;8,000000000000000; ; ;RUST;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterh. Bleichbach oberh. Ettenbach;Quartäre Kiese und Sande (GWL);#800000000017; ;311
2594;601/071-6;QF 33 SIRNITZ, BADENWEILER;3404756,000000000000000;5296740,000000000000000;8315007,000000000000000;91,000000000000000;2334000000,000000000000000;50,000000000000000;18,000000000000000; ; ;BADENWEILER;KRISTALLIN (SCHWARZWALD);Klemmbach;Paläozoikum, Kristallin (GWG);#800000000014; ;313
2595;601/169-1;QF 12 OBERE RANKMAETTLE,ST.M;3432625,000000000000000;5320300,000000000000000;8315094,000000000000000;91,000000000000000;2338821100,000000000000000;50,000000000000000;18,000000000000000; ; ;SANKT MÄRGEN;KRISTALLIN (SCHWARZWALD);Wagensteigbach oberhalb von NN;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2596;601/171-0;QF KAEHNERMOOSQ. RAITENBUCH;3435520,000000000000000;5302620,000000000000000;8315068,000000000000000;91,000000000000000;2198821100,000000000000000;50,000000000000000;18,000000000000000; ; ;LENZKIRCH;KRISTALLIN (SCHWARZWALD);Schwarza oberhalb von NN;Paläozoikum, Kristallin (GWG);#800000000005; ;312
2597;601/212-5;QF LICHTENTAL.Q.18, LICHTENTAL;3449935,000000000000000;5397585,000000000000000;8211000,000000000000000;81,000000000000000;2366100000,000000000000000;50,000000000000000;18,000000000000000; ; ;BADEN-BADEN, STADT;BUNTSANDSTEIN;Oosbach oberhalb von Grobbach;Paläozoikum, Kristallin (GWG);#800000000005; ;324
2598;601/213-7;QF KLEINE HOFQU., BUEHLERTAL;3440650,000000000000000;5393040,000000000000000;8216008,000000000000000;97,000000000000000;2357281300,000000000000000;50,000000000000000;18,000000000000000; ; ;BÜHLERTAL;NOCH NICHT BEARBEITET;Sandbach unterh. Wiedenbach oberh. Hirschbach;Paläozoikum, Kristallin (GWG); ;#800000000002;112
2599;601/219-3;QF  ROTHANSENHOF, FURTWANGEN;3440720,000000000000000;5320800,000000000000000;8326017,000000000000000;91,000000000000000;1111340000,000000000000000;50,000000000000000;18,000000000000000; ; ;FURTWANGEN IM SCHWARZWALD, STADT;KRISTALLIN (SCHWARZWALD);Linach;Paläozoikum, Kristallin (GWG);#800000000005; ;231
2600;601/320-3;QF KECKBRUNNEN, BIESINGEN;3469330,000000000000000;5316600,000000000000000;8326003,000000000000000;42,000000000000000;1113200000,000000000000000;3,000000000000000;175,000000000000000; ; ;BAD DÜRRHEIM, STADT;LIAS UND DOGGER (ALBVORLAND);Kötach;Quartäre Kiese und Sande (GWL);#800000000012; ;231
2601;601/370-7;QF BENNENWIESQU., EMMINGEN;3487470,000000000000000;5311360,000000000000000;8327057,000000000000000;22,000000000000000;1115200000,000000000000000;10,000000000000000;3,000000000000000; ; ;EMMINGEN-LIPTINGEN;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Seltenbach;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;231
2602;601/371-9;QF STEINERDOBELQU., GEISINGEN;3476410,000000000000000;5303070,000000000000000;8327018,000000000000000;22,000000000000000;1113450000,000000000000000;10,000000000000000;3,000000000000000; ; ;GEISINGEN, STADT;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Aitrach unterh. Breitentalbach oberh. Pfaffentalbach;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;231
2603;601/409-0;QF ROEMERSTEIGQU., GUENDELBACH;3495620,000000000000000;5429220,000000000000000;8118073,000000000000000;51,000000000000000;2384830000,000000000000000;25,000000000000000;31,000000000000000; ; ;VAIHINGEN AN DER ENZ, STADT;HÖHERER KEUPER (KEUPERBERGLAND);Metter unterh. Streitenbach oberh. Steinbach;Mittelkeuper und Oberkeuper (GWL);#800000000005; ;313
2604;601/467-7;QF GASSENBR., BURLADINGEN;3510340,000000000000000;5350180,000000000000000;8417013,000000000000000;31,000000000000000;1124000000,000000000000000;10,000000000000000;3,000000000000000; ; ;BURLADINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Fehla;Oberjura (Schwäbische Fazies) (GWL);#800000000018; ;211
2605;601/517-7;QF GALLUSQU., HERMENTINGEN;3516050,000000000000000;5340230,000000000000000;8437114,000000000000000;31,000000000000000;1129100000,000000000000000;10,000000000000000;3,000000000000000; ; ;VERINGENSTADT, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauchert unterh. Seckach oberh. Büttnau;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;231
2606;601/521-9;QF STIERLEQU.HEILIGENBERG;3523020,000000000000000;5298085,000000000000000;8435020,000000000000000;22,000000000000000;2156500000,000000000000000;4,000000000000000;54,000000000000000; ; ;HEILIGENBERG;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Seefelder Aach unterh. Aubach oberh. Deggenhauser Aach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000005; ;112
2607;601/558-0;QF GEMEINDEBR., NEUHUETTEN;3536130,000000000000000;5440800,000000000000000;8125107,000000000000000;51,000000000000000;2386410000,000000000000000;25,000000000000000;14,000000000000000; ; ;WÜSTENROT;HÖHERER KEUPER (KEUPERBERGLAND);Fichtenberger Rot oberhalb von Kuhnbach;Mittelkeuper und Oberkeuper (GWL);#800000000005; ;231
2608;601/559-1;QF FROEHLICHSBR., NEUHUETTEN;3534130,000000000000000;5440130,000000000000000;8125107,000000000000000;51,000000000000000;2386410000,000000000000000;25,000000000000000;14,000000000000000; ; ;WÜSTENROT;HÖHERER KEUPER (KEUPERBERGLAND);Fichtenberger Rot oberhalb von Kuhnbach;Mittelkeuper und Oberkeuper (GWL);#800000000005; ;231
2609;601/571-2;QF EINLAUF SE, WINTERSULGEN;3526280,000000000000000;5297910,000000000000000;8435020,000000000000000;7,000000000000000;2156640000,000000000000000;4,000000000000000;54,000000000000000; ; ;HEILIGENBERG;QUARTÄR MORÄNEN (ALPENVORLAND);Hillenfurtbach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000005; ;231
2610;601/759-1;QF WEICHSELBR., JAGSTZELL;3585320,000000000000000;5431100,000000000000000;8136035,000000000000000;51,000000000000000;2388138000,000000000000000;25,000000000000000;13,000000000000000; ; ;JAGSTZELL;HÖHERER KEUPER (KEUPERBERGLAND);Fischbach;Mittelkeuper und Oberkeuper (GWL);#800000000005; ;312
2611;6012/706-5;GWM P 1 FA.SÜKO-SIM SCHROZBERG;3570070,000000000000000;5468073,000000000000000;8127075,000000000000000;0,000000000000000;2464100000,000000000000000;3,000000000000000;1,000000000000000; ; ;SCHROZBERG, STADT; ;Vorbach oberhalb von Reutalbach;Quartäre Kiese und Sande (GWL);#800000000011; ;231
2612;602/071-0;QF 34 SIRNITZ, BADENWEILER;3404697,000000000000000;5296680,000000000000000;8315007,000000000000000;91,000000000000000;2334000000,000000000000000;50,000000000000000;18,000000000000000; ; ;BADENWEILER;KRISTALLIN (SCHWARZWALD);Klemmbach;Paläozoikum, Kristallin (GWG);#800000000005; ;313
2613;602/116-1;QF BUERKLEQUELLE, SEELBACH;3421010,000000000000000;5353460,000000000000000;8317127,000000000000000;81,000000000000000;2348310000,000000000000000;3,000000000000000;8,000000000000000; ; ;SEELBACH;BUNTSANDSTEIN;Schutter unterh. Litschentalbach oberh. Gereutertalbach;Quartäre Kiese und Sande (GWL);#800000000005; ;312
2614;602/118-0;QF1 TENNENBACH, EMMENDINGEN;3418200,000000000000000;5334520,000000000000000;8316011,000000000000000;81,000000000000000;2338610000,000000000000000;45,000000000000000;90,000000000000000; ; ;EMMENDINGEN, STADT;BUNTSANDSTEIN;Brettenbach oberhalb von Tennenbächle;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
2615;602/213-1;QF FLIEGENLOCHQU., FORBACH;3448826,000000000000000;5392918,000000000000000;8216013,000000000000000;81,000000000000000;2364400000,000000000000000;45,000000000000000;40,000000000000000; ; ;FORBACH;BUNTSANDSTEIN;Schwarzenbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
2616;602/320-8;QF OESTERBACHQU., GEISINGEN;3475100,000000000000000;5309740,000000000000000;8327018,000000000000000;31,000000000000000;1113300000,000000000000000;3,000000000000000;175,000000000000000; ; ;GEISINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Donau unterh. Kötach oberh. Aitrach;Quartäre Kiese und Sande (GWL);#800000000005; ;311
2617;602/371-9;QF BLEICHE ODER KOHLERSCHE, WELSCHINGEN;3483630,000000000000000;5298460,000000000000000;8335022,000000000000000;5,000000000000000;2172240000,000000000000000;4,000000000000000;65,000000000000000; ; ;ENGEN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Mühlbach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000005; ;211
2618;602/458-0;QF QUELLE III, NEIPPERG;3504315,000000000000000;5440350,000000000000000;8125013,000000000000000;51,000000000000000;2385280000,000000000000000;27,000000000000000;80,000000000000000; ; ;BRACKENHEIM, STADT;HÖHERER KEUPER (KEUPERBERGLAND);Neipperger Bächle;Unterkeuper und Gipskeuper (GWL);#800000000012; ;221
2619;602/518-3;QF KOENIGSGASSEN, VERINGENST;3514940,000000000000000;5335300,000000000000000;8437114,000000000000000;31,000000000000000;1129300000,000000000000000;10,000000000000000;3,000000000000000; ; ;VERINGENSTADT, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauchert unterh. Büttnau oberh. Fischbach;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;112
2620;602/521-3;QF AM VICTORIAWEG, BEUREN;3524972,000000000000000;5297502,000000000000000;8435052,000000000000000;7,000000000000000;2156500000,000000000000000;2,000000000000000;2,000000000000000; ; ;SALEM;QUARTÄR MORÄNEN (ALPENVORLAND);Seefelder Aach unterh. Aubach oberh. Deggenhauser Aach;Quartäre Becken- und Moränensedimente (GWG);#800000000005; ;311
2621;602/661-3;QF MUEHLHALDEN, ALFDORF;3551680,000000000000000;5416060,000000000000000;8119001,000000000000000;51,000000000000000;2386220000,000000000000000;3,000000000000000;119,000000000000000; ; ;ALFDORF;HÖHERER KEUPER (KEUPERBERGLAND);Rot;Quartäre Kiese und Sande (GWL);#800000000005; ;231
2622;603/213-4;QF4 KALTENBR., SASBACHWALDEN;3440550,000000000000000;5387042,000000000000000;8317118,000000000000000;81,000000000000000;2357220000,000000000000000;50,000000000000000;18,000000000000000; ; ;SASBACHWALDEN;BUNTSANDSTEIN;"Grimmerswaldbach;";Paläozoikum, Kristallin (GWG);#800000000005; ;312
2623;603/467-6;QF FEHLA-URSPR., BURLADINGEN;3508360,000000000000000;5349920,000000000000000;8417013,000000000000000;31,000000000000000;1124000000,000000000000000;10,000000000000000;3,000000000000000; ; ;BURLADINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Fehla;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;112
2624;603/657-5;QF VOGELBERG, KOCHERSTETTEN;3556005,000000000000000;5458800,000000000000000;8126046,000000000000000;72,000000000000000;2386716000,000000000000000;40,000000000000000;68,000000000000000; ; ;KÜNZELSAU, STADT;MUSCHELKALK;Erlesbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;231
2625;604/657-0;QF SUEDLICHER ZULAUF, LEOPOLDSBORN;3557055,000000000000000;5459495,000000000000000;8126046,000000000000000;71,000000000000000;2386716000,000000000000000;27,000000000000000;44,000000000000000; ; ;KÜNZELSAU, STADT;LETTENKEUPER;Erlesbach;Unterkeuper und Gipskeuper (GWL);#800000000005; ;211
2626;605/262-7;QF WETZSTEINBRUNNENQ., WEISENBACH;3455500,000000000000000;5397190,000000000000000;8216059,000000000000000;81,000000000000000;2365300000,000000000000000;45,000000000000000;40,000000000000000; ; ;WEISENBACH;BUNTSANDSTEIN;Murg unterh. Sasbach oberh. Reichenbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000010;#800000000002;312
2627;607/262-6;QF I+II LAUTENBACHQU., LAUTENBACH;3453744,000000000000000;5402380,000000000000000;8216017,000000000000000;91,000000000000000;2365500000,000000000000000;50,000000000000000;18,000000000000000; ; ;GERNSBACH, STADT;KRISTALLIN (SCHWARZWALD);Murg unterh. Reichenbach oberh. Laufbach;Paläozoikum, Kristallin (GWG);#800000000005; ;222
2628;61/074-0;TB 1, ALT RHEINFELDEN BADEN;3407215,000000000000000;5269858,000000000000000;8336069,000000000000000;2,000000000000000;2315700000,000000000000000;3,000000000000000;243,000000000000000; ; ;RHEINFELDEN (BADEN), STADT;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Dürrenbach oberh. Warmbach;Quartäre Kiese und Sande (GWL);#800000000014; ;231
2629;61/210-6;TB 5 WW BIETIGHEIM, BIETIGH.;3446960,000000000000000;5419535,000000000000000;8216005,000000000000000;4,000000000000000;2374800000,000000000000000;3,000000000000000;8,000000000000000; ; ;BIETIGHEIM;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Federbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
2630;61/273-7;TB SPORTPLATZ, UNTEREGGINGEN;3455210,000000000000000;5284700,000000000000000;8337124,000000000000000;2,000000000000000;2198530000,000000000000000;40,000000000000000;187,000000000000000; ; ;EGGINGEN;QUARTÄR TALFÜLLUNGEN;Wutach unterh. Zwerenbach oberh. Mauchenbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
2631;61/413-4;TB SPORTPLATZ HILDRITZHAUSEN;3496070,000000000000000;5386690,000000000000000;8115022,000000000000000;51,000000000000000;2381681000,000000000000000;25,000000000000000;106,000000000000000; ; ;HILDRIZHAUSEN;HÖHERER KEUPER (KEUPERBERGLAND);Goldersbach oberhalb von Fischbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;311
2632;61/456-7;GWM N 3, MOSBACH-NECKARELZ;3507850,000000000000000;5465800,000000000000000;8225058,000000000000000;2,000000000000000;2389190000,000000000000000;40,000000000000000;10,000000000000000; ; ;MOSBACH, STADT;QUARTÄR TALFÜLLUNGEN;Neckar unterh. Erlenbächlein oberh. Elz;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000019; ;112
